chrom	start	end	gene	mean_coverage	plate	batch	mixture	read_counts	normalized_mean_coverage	normalized_read_counts
MN908947.3	27394	27759	ORF7a	8830.04	05-05-23-A41	WB: artic	0adgio1	728720.0	12117.191788341202	7360.80808080808
MN908947.3	27894	28259	ORF8	8844.28	05-05-23-A41	WB: artic	0adgio1	728720.0	12136.732901525964	7360.80808080808
MN908947.3	28274	29533	N	12312.7	05-05-23-A41	WB: artic	0adgio1	728720.0	16896.338785816228	7360.80808080808
MN908947.3	29558	29674	ORF10	3174.76	05-05-23-A41	WB: artic	0adgio1	728720.0	4356.625315621913	7360.80808080808
MN908947.3	29675	29903	3'UTR	2434.97	05-05-23-A41	WB: artic	0adgio1	728720.0	3341.4342957514546	7360.80808080808
MN908947.3	1	265	5'UTR	8667.73	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	11488.25823143173	7621.070707070707
MN908947.3	1	29903	whole genome	10067.49	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	13343.508030632775	7621.070707070707
MN908947.3	266	13468	ORF1a	9843.97	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	13047.253361891406	7621.070707070707
MN908947.3	13468	21555	ORF1b	11312.78	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	14994.022420561814	7621.070707070707
MN908947.3	21563	25384	S	7887.96	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	10454.74667521995	7621.070707070707
MN908947.3	25393	26220	ORF3a	10220.78	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	13546.679461249116	7621.070707070707
MN908947.3	26245	26472	E	11036.81	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	14628.250225981661	7621.070707070707
MN908947.3	26523	27191	M	10982.44	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	14556.18792131332	7621.070707070707
MN908947.3	27202	27387	ORF6	15661.12	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	20757.336782922415	7621.070707070707
MN908947.3	27394	27759	ORF7a	9031.4	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	11970.26850067463	7621.070707070707
MN908947.3	27894	28259	ORF8	9501.55	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	12593.407962506924	7621.070707070707
MN908947.3	28274	29533	N	13410.39	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	17774.206545913377	7621.070707070707
MN908947.3	29558	29674	ORF10	2.97	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	3.9364547519768425	7621.070707070707
MN908947.3	29675	29903	3'UTR	1.57	05-05-23-A41	WB: artic	o2o3o4o5	754486.0	2.080886855422102	7621.070707070707
MN908947.3	1	265	5'UTR	11930.03	05-05-23-A41	WB: artic	0agio1o2	797075.0	14967.261550042342	8051.262626262626
MN908947.3	1	29903	whole genome	10632.67	05-05-23-A41	WB: artic	0agio1o2	797075.0	13339.61045071041	8051.262626262626
MN908947.3	266	13468	ORF1a	10147.18	05-05-23-A41	WB: artic	0agio1o2	797075.0	12730.520967286642	8051.262626262626
MN908947.3	13468	21555	ORF1b	11946.86	05-05-23-A41	WB: artic	0agio1o2	797075.0	14988.3762506665	8051.262626262626
MN908947.3	21563	25384	S	8681.83	05-05-23-A41	WB: artic	0agio1o2	797075.0	10892.111783709188	8051.262626262626
MN908947.3	25393	26220	ORF3a	10196.9	05-05-23-A41	WB: artic	0agio1o2	797075.0	12792.899037104413	8051.262626262626
MN908947.3	26245	26472	E	13699.11	05-05-23-A41	WB: artic	0agio1o2	797075.0	17186.726468651006	8051.262626262626
MN908947.3	26523	27191	M	13701.48	05-05-23-A41	WB: artic	0agio1o2	797075.0	17189.699840040146	8051.262626262626
MN908947.3	27202	27387	ORF6	16461.81	05-05-23-A41	WB: artic	0agio1o2	797075.0	20652.774205689555	8051.262626262626
MN908947.3	27394	27759	ORF7a	9157.31	05-05-23-A41	WB: artic	0agio1o2	797075.0	11488.642850421855	8051.262626262626
MN908947.3	27894	28259	ORF8	9436.18	05-05-23-A41	WB: artic	0agio1o2	797075.0	11838.509550544177	8051.262626262626
MN908947.3	28274	29533	N	13983.37	05-05-23-A41	WB: artic	0agio1o2	797075.0	17543.35539315623	8051.262626262626
MN908947.3	29558	29674	ORF10	1305.49	05-05-23-A41	WB: artic	0agio1o2	797075.0	1637.8508923250636	8051.262626262626
MN908947.3	29675	29903	3'UTR	986.51	05-05-23-A41	WB: artic	0agio1o2	797075.0	1237.6627042624596	8051.262626262626
MN908947.3	1	265	5'UTR	17186.25	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	16716.093163678383	10385.111111111111
MN908947.3	1	29903	whole genome	13735.9	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	13360.132901998393	10385.111111111111
MN908947.3	266	13468	ORF1a	13065.75	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	12708.315906805197	10385.111111111111
MN908947.3	13468	21555	ORF1b	15276.05	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	14858.149682042862	10385.111111111111
MN908947.3	21563	25384	S	11412.52	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	11100.31260759868	10385.111111111111
MN908947.3	25393	26220	ORF3a	13463.97	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	13095.641973843673	10385.111111111111
MN908947.3	26245	26472	E	16910.54	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	16447.925643355	10385.111111111111
MN908947.3	26523	27191	M	17666.0	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	17182.71884963516	10385.111111111111
MN908947.3	27202	27387	ORF6	22275.7	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	21666.313272886786	10385.111111111111
MN908947.3	27394	27759	ORF7a	12226.01	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	11891.548312171855	10385.111111111111
MN908947.3	27894	28259	ORF8	12107.73	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	11776.504047169316	10385.111111111111
MN908947.3	28274	29533	N	17684.46	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	17200.6738473689	10385.111111111111
MN908947.3	29558	29674	ORF10	4196.51	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	4081.7078840531217	10385.111111111111
MN908947.3	29675	29903	3'UTR	3236.14	05-05-23-A41	WB: artic	0o5o3o4	1028126.0	3147.6103123547114	10385.111111111111
MN908947.3	1	265	5'UTR	11568.28	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	12544.043512724284	9315.282828282829
MN908947.3	1	29903	whole genome	12326.8	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	13366.543303987255	9315.282828282829
MN908947.3	266	13468	ORF1a	11746.23	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	12737.003273647193	9315.282828282829
MN908947.3	13468	21555	ORF1b	13901.61	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	15074.185681615852	9315.282828282829
MN908947.3	21563	25384	S	10214.94	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	11076.551729372715	9315.282828282829
MN908947.3	25393	26220	ORF3a	11956.96	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	12965.507968332695	9315.282828282829
MN908947.3	26245	26472	E	15308.91	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	16600.1888934552	9315.282828282829
MN908947.3	26523	27191	M	15434.94	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	16736.849296203807	9315.282828282829
MN908947.3	27202	27387	ORF6	19704.56	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	21366.60402748606	9315.282828282829
MN908947.3	27394	27759	ORF7a	11121.45	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	12059.52420969993	9315.282828282829
MN908947.3	27894	28259	ORF8	11450.94	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	12416.8060957718	9315.282828282829
MN908947.3	28274	29533	N	15916.07	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	17258.561742243928	9315.282828282829
MN908947.3	29558	29674	ORF10	1497.75	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	1624.0825058852997	9315.282828282829
MN908947.3	29675	29903	3'UTR	1141.62	05-05-23-A41	WB: artic	adgio1o2o3	922213.0	1237.9135839551166	9315.282828282829
MN908947.3	1	265	5'UTR	11736.32	05-05-23-A41	WB: artic	agio3o4o5	887443.0	13224.871907266157	8964.070707070707
MN908947.3	1	29903	whole genome	11870.34	05-05-23-A41	WB: artic	agio3o4o5	887443.0	13375.890057164235	8964.070707070707
MN908947.3	266	13468	ORF1a	11445.77	05-05-23-A41	WB: artic	agio3o4o5	887443.0	12897.470598111653	8964.070707070707
MN908947.3	13468	21555	ORF1b	13192.92	05-05-23-A41	WB: artic	agio3o4o5	887443.0	14866.216759836969	8964.070707070707
MN908947.3	21563	25384	S	9867.09	05-05-23-A41	WB: artic	agio3o4o5	887443.0	11118.561980882152	8964.070707070707
MN908947.3	25393	26220	ORF3a	11684.42	05-05-23-A41	WB: artic	agio3o4o5	887443.0	13166.38927795926	8964.070707070707
MN908947.3	26245	26472	E	14727.68	05-05-23-A41	WB: artic	agio3o4o5	887443.0	16595.63487457786	8964.070707070707
MN908947.3	26523	27191	M	14924.78	05-05-23-A41	WB: artic	agio3o4o5	887443.0	16817.73364599191	8964.070707070707
MN908947.3	27202	27387	ORF6	19097.85	05-05-23-A41	WB: artic	agio3o4o5	887443.0	21520.086360476107	8964.070707070707
MN908947.3	27394	27759	ORF7a	10846.64	05-05-23-A41	WB: artic	agio3o4o5	887443.0	12222.351181991406	8964.070707070707
MN908947.3	27894	28259	ORF8	11141.4	05-05-23-A41	WB: artic	agio3o4o5	887443.0	12554.49645780067	8964.070707070707
MN908947.3	28274	29533	N	15030.74	05-05-23-A41	WB: artic	agio3o4o5	887443.0	16937.13286374449	8964.070707070707
MN908947.3	29558	29674	ORF10	2.85	05-05-23-A41	WB: artic	agio3o4o5	887443.0	3.2114738636734983	8964.070707070707
MN908947.3	29675	29903	3'UTR	0.92	05-05-23-A41	WB: artic	agio3o4o5	887443.0	1.0366862998524977	8964.070707070707
MN908947.3	1	265	5'UTR	4.24	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	4.854118845772967	8823.080808080807
MN908947.3	1	29903	whole genome	11671.03	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	13361.454403910771	8823.080808080807
MN908947.3	266	13468	ORF1a	11227.94	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	12854.187536133993	8823.080808080807
MN908947.3	13468	21555	ORF1b	13489.51	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	15443.321865859174	8823.080808080807
MN908947.3	21563	25384	S	9579.34	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	10966.805383034627	8823.080808080807
MN908947.3	25393	26220	ORF3a	11604.99	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	13285.849213209156	8823.080808080807
MN908947.3	26245	26472	E	12916.45	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	14787.260227708548	8823.080808080807
MN908947.3	26523	27191	M	12556.11	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	14374.728816178871	8823.080808080807
MN908947.3	27202	27387	ORF6	19305.3	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	22101.46711162756	8823.080808080807
MN908947.3	27394	27759	ORF7a	11198.22	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	12820.162910639563	8823.080808080807
MN908947.3	27894	28259	ORF8	12012.5	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	13752.382696898057	8823.080808080807
MN908947.3	28274	29533	N	15229.83	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	17435.70868417889	8823.080808080807
MN908947.3	29558	29674	ORF10	6.93	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	7.933736698397796	8823.080808080807
MN908947.3	29675	29903	3'UTR	2.65	05-05-23-A41	WB: artic	o1o2o3o4o5	873485.0	3.033824278608104	8823.080808080807
MN908947.3	1	265	5'UTR	15794.93	05-05-23-A41	WB: artic	0	867937.0	18198.24480348228	8767.040404040405
MN908947.3	1	29903	whole genome	11615.22	05-05-23-A41	WB: artic	0	867937.0	13382.561176675265	8767.040404040405
MN908947.3	266	13468	ORF1a	10913.22	05-05-23-A41	WB: artic	0	867937.0	12573.746712030941	8767.040404040405
MN908947.3	13468	21555	ORF1b	12857.95	05-05-23-A41	WB: artic	0	867937.0	14814.381688993557	8767.040404040405
MN908947.3	21563	25384	S	9946.71	05-05-23-A41	WB: artic	0	867937.0	11460.175104875121	8767.040404040405
MN908947.3	25393	26220	ORF3a	11071.61	05-05-23-A41	WB: artic	0	867937.0	12756.236915813015	8767.040404040405
MN908947.3	26245	26472	E	14195.98	05-05-23-A41	WB: artic	0	867937.0	16356.002797438061	8767.040404040405
MN908947.3	26523	27191	M	15499.48	05-05-23-A41	WB: artic	0	867937.0	17857.83991234387	8767.040404040405
MN908947.3	27202	27387	ORF6	19197.73	05-05-23-A41	WB: artic	0	867937.0	22118.805858028863	8767.040404040405
MN908947.3	27394	27759	ORF7a	10591.98	05-05-23-A41	WB: artic	0	867937.0	12203.627682654385	8767.040404040405
MN908947.3	27894	28259	ORF8	10668.68	05-05-23-A41	WB: artic	0	867937.0	12291.9981519396	8767.040404040405
MN908947.3	28274	29533	N	14642.7	05-05-23-A41	WB: artic	0	867937.0	16870.694531976398	8767.040404040405
MN908947.3	29558	29674	ORF10	5682.94	05-05-23-A41	WB: artic	0	867937.0	6547.641130635057	8767.040404040405
MN908947.3	29675	29903	3'UTR	4394.58	05-05-23-A41	WB: artic	0	867937.0	5063.247678114886	8767.040404040405
MN908947.3	1	265	5'UTR	2.86	05-05-23-A41	WB: artic	o1o2	695130.0	4.114338325205357	7021.515151515152
MN908947.3	1	29903	whole genome	9276.81	05-05-23-A41	WB: artic	o1o2	695130.0	13345.431789737171	7021.515151515152
MN908947.3	266	13468	ORF1a	8944.54	05-05-23-A41	WB: artic	o1o2	695130.0	12867.434868298018	7021.515151515152
MN908947.3	13468	21555	ORF1b	10747.09	05-05-23-A41	WB: artic	o1o2	695130.0	15460.546948052883	7021.515151515152
MN908947.3	21563	25384	S	7652.91	05-05-23-A41	WB: artic	o1o2	695130.0	11009.321997324241	7021.515151515152
MN908947.3	25393	26220	ORF3a	9147.76	05-05-23-A41	WB: artic	o1o2	695130.0	13159.783062161034	7021.515151515152
MN908947.3	26245	26472	E	9147.05	05-05-23-A41	WB: artic	o1o2	695130.0	13158.761670478903	7021.515151515152
MN908947.3	26523	27191	M	9633.62	05-05-23-A41	WB: artic	o1o2	695130.0	13858.731460302391	7021.515151515152
MN908947.3	27202	27387	ORF6	14967.29	05-05-23-A41	WB: artic	o1o2	695130.0	21531.641563448567	7021.515151515152
MN908947.3	27394	27759	ORF7a	8885.05	05-05-23-A41	WB: artic	o1o2	695130.0	12781.853753974076	7021.515151515152
MN908947.3	27894	28259	ORF8	9505.23	05-05-23-A41	WB: artic	o1o2	695130.0	13674.032195416683	7021.515151515152
MN908947.3	28274	29533	N	12174.63	05-05-23-A41	WB: artic	o1o2	695130.0	17514.17720426395	7021.515151515152
MN908947.3	29558	29674	ORF10	3.85	05-05-23-A41	WB: artic	o1o2	695130.0	5.538532360853366	7021.515151515152
MN908947.3	29675	29903	3'UTR	1.1	05-05-23-A41	WB: artic	o1o2	695130.0	1.582437817386676	7021.515151515152
MN908947.3	1	265	5'UTR	3.45	05-05-23-A41	WB: artic	o3	689510.0	5.0035532479586955	6964.747474747474
MN908947.3	1	29903	whole genome	9191.98	05-05-23-A41	WB: artic	o3	689510.0	13331.177212803294	6964.747474747474
MN908947.3	266	13468	ORF1a	9043.63	05-05-23-A41	WB: artic	o3	689510.0	13116.024423141069	6964.747474747474
MN908947.3	13468	21555	ORF1b	10559.62	05-05-23-A41	WB: artic	o3	689510.0	15314.672738611478	6964.747474747474
MN908947.3	21563	25384	S	7152.71	05-05-23-A41	WB: artic	o3	689510.0	10373.613145567142	6964.747474747474
MN908947.3	25393	26220	ORF3a	9293.5	05-05-23-A41	WB: artic	o3	689510.0	13478.412205769315	6964.747474747474
MN908947.3	26245	26472	E	9180.95	05-05-23-A41	WB: artic	o3	689510.0	13315.18034546272	6964.747474747474
MN908947.3	26523	27191	M	9599.54	05-05-23-A41	WB: artic	o3	689510.0	13922.263636495483	6964.747474747474
MN908947.3	27202	27387	ORF6	14262.98	05-05-23-A41	WB: artic	o3	689510.0	20685.675334657943	6964.747474747474
MN908947.3	27394	27759	ORF7a	8179.66	05-05-23-A41	WB: artic	o3	689510.0	11863.00416237618	6964.747474747474
MN908947.3	27894	28259	ORF8	8746.32	05-05-23-A41	WB: artic	o3	689510.0	12684.834157590172	6964.747474747474
MN908947.3	28274	29533	N	12460.92	05-05-23-A41	WB: artic	o3	689510.0	18072.13818508796	6964.747474747474
MN908947.3	29558	29674	ORF10	1.0	05-05-23-A41	WB: artic	o3	689510.0	1.4503052892633899	6964.747474747474
MN908947.3	29675	29903	3'UTR	0.71	05-05-23-A41	WB: artic	o3	689510.0	1.0297167553770068	6964.747474747474
MN908947.3	1	265	5'UTR	5.0	05-05-23-A41	WB: artic	o5	585836.0	8.5348117903304	5917.535353535353
MN908947.3	1	29903	whole genome	7808.61	05-05-23-A41	WB: artic	o5	585836.0	13329.003338818371	5917.535353535353
MN908947.3	266	13468	ORF1a	7555.65	05-05-23-A41	WB: artic	o5	585836.0	12897.210140721976	5917.535353535353
MN908947.3	13468	21555	ORF1b	9037.28	05-05-23-A41	WB: artic	o5	585836.0	15426.296779303424	5917.535353535353
MN908947.3	21563	25384	S	6196.84	05-05-23-A41	WB: artic	o5	585836.0	10577.772618958206	5917.535353535353
MN908947.3	25393	26220	ORF3a	8240.14	05-05-23-A41	WB: artic	o5	585836.0	14065.608805194626	5917.535353535353
MN908947.3	26245	26472	E	6488.79	05-05-23-A41	WB: artic	o5	585836.0	11076.120279395598	5917.535353535353
MN908947.3	26523	27191	M	8297.14	05-05-23-A41	WB: artic	o5	585836.0	14162.905659604394	5917.535353535353
MN908947.3	27202	27387	ORF6	13760.74	05-05-23-A41	WB: artic	o5	585836.0	23489.06519913423	5917.535353535353
MN908947.3	27394	27759	ORF7a	7100.71	05-05-23-A41	WB: artic	o5	585836.0	12120.644685543395	5917.535353535353
MN908947.3	27894	28259	ORF8	7165.63	05-05-23-A41	WB: artic	o5	585836.0	12231.460681829045	5917.535353535353
MN908947.3	28274	29533	N	10869.83	05-05-23-A41	WB: artic	o5	585836.0	18554.390648577417	5917.535353535353
MN908947.3	29558	29674	ORF10	5.85	05-05-23-A41	WB: artic	o5	585836.0	9.985729794686566	5917.535353535353
MN908947.3	29675	29903	3'UTR	2.19	05-05-23-A41	WB: artic	o5	585836.0	3.7382475641647153	5917.535353535353
MN908947.3	1	265	5'UTR	14973.78	05-05-23-A41	WB: artic	o4	796961.0	18788.59818736425	8050.111111111111
MN908947.3	1	29903	whole genome	10645.27	05-05-23-A41	WB: artic	o4	796961.0	13357.328652217611	8050.111111111111
MN908947.3	266	13468	ORF1a	10334.6	05-05-23-A41	WB: artic	o4	796961.0	12967.510329865578	8050.111111111111
MN908947.3	13468	21555	ORF1b	12019.57	05-05-23-A41	WB: artic	o4	796961.0	15081.75431420107	8050.111111111111
MN908947.3	21563	25384	S	8295.1	05-05-23-A41	WB: artic	o4	796961.0	10408.4139625402	8050.111111111111
MN908947.3	25393	26220	ORF3a	10367.23	05-05-23-A41	WB: artic	o4	796961.0	13008.453362209695	8050.111111111111
MN908947.3	26245	26472	E	10937.12	05-05-23-A41	WB: artic	o4	796961.0	13723.53226820384	8050.111111111111
MN908947.3	26523	27191	M	11486.78	05-05-23-A41	WB: artic	o4	796961.0	14413.22724700456	8050.111111111111
MN908947.3	27202	27387	ORF6	16912.16	05-05-23-A41	WB: artic	o4	796961.0	21220.81256171883	8050.111111111111
MN908947.3	27394	27759	ORF7a	9826.36	05-05-23-A41	WB: artic	o4	796961.0	12329.787781334344	8050.111111111111
MN908947.3	27894	28259	ORF8	10149.1	05-05-23-A41	WB: artic	o4	796961.0	12734.751135877414	8050.111111111111
MN908947.3	28274	29533	N	13814.89	05-05-23-A41	WB: artic	o4	796961.0	17334.461786712272	8050.111111111111
MN908947.3	29558	29674	ORF10	5.59	05-05-23-A41	WB: artic	o4	796961.0	7.01414498325514	8050.111111111111
MN908947.3	29675	29903	3'UTR	3.39	05-05-23-A41	WB: artic	o4	796961.0	4.253658585551865	8050.111111111111
MN908947.3	1	265	5'UTR	19226.78	05-05-23-A41	WB: artic	0-2	1026932.0	18722.54443332178	10373.050505050505
MN908947.3	1	29903	whole genome	13721.49	05-05-23-A41	WB: artic	0-2	1026932.0	13361.63446070431	10373.050505050505
MN908947.3	266	13468	ORF1a	12819.31	05-05-23-A41	WB: artic	0-2	1026932.0	12483.114753459819	10373.050505050505
MN908947.3	13468	21555	ORF1b	15394.15	05-05-23-A41	WB: artic	0-2	1026932.0	14990.427798529989	10373.050505050505
MN908947.3	21563	25384	S	11622.98	05-05-23-A41	WB: artic	0-2	1026932.0	11318.159332847743	10373.050505050505
MN908947.3	25393	26220	ORF3a	12689.45	05-05-23-A41	WB: artic	0-2	1026932.0	12356.660421527424	10373.050505050505
MN908947.3	26245	26472	E	16781.94	05-05-23-A41	WB: artic	0-2	1026932.0	16341.822048587443	10373.050505050505
MN908947.3	26523	27191	M	18024.16	05-05-23-A41	WB: artic	0-2	1026932.0	17551.46397229807	10373.050505050505
MN908947.3	27202	27387	ORF6	22631.22	05-05-23-A41	WB: artic	0-2	1026932.0	22037.700646196634	10373.050505050505
MN908947.3	27394	27759	ORF7a	12352.6	05-05-23-A41	WB: artic	0-2	1026932.0	12028.644545111069	10373.050505050505
MN908947.3	27894	28259	ORF8	12547.15	05-05-23-A41	WB: artic	0-2	1026932.0	12218.092337175198	10373.050505050505
MN908947.3	28274	29533	N	17642.01	05-05-23-A41	WB: artic	0-2	1026932.0	17179.336119626227	10373.050505050505
MN908947.3	29558	29674	ORF10	6079.85	05-05-23-A41	WB: artic	0-2	1026932.0	5920.401740329447	10373.050505050505
MN908947.3	29675	29903	3'UTR	4705.57	05-05-23-A41	WB: artic	0-2	1026932.0	4582.163181203819	10373.050505050505
MN908947.3	1	265	5'UTR	3.85	05-05-23-A41	WB: artic	a	760242.0	5.0641769331344495	7679.212121212121
MN908947.3	1	29903	whole genome	10153.17	05-05-23-A41	WB: artic	a	760242.0	13355.18163953057	7679.212121212121
MN908947.3	266	13468	ORF1a	9706.7	05-05-23-A41	WB: artic	a	760242.0	12767.908113469133	7679.212121212121
MN908947.3	13468	21555	ORF1b	11393.29	05-05-23-A41	WB: artic	a	760242.0	14986.399067665297	7679.212121212121
MN908947.3	21563	25384	S	8694.75	05-05-23-A41	WB: artic	a	760242.0	11436.818802433963	7679.212121212121
MN908947.3	25393	26220	ORF3a	10076.98	05-05-23-A41	WB: artic	a	760242.0	13254.963551079787	7679.212121212121
MN908947.3	26245	26472	E	13345.41	05-05-23-A41	WB: artic	a	760242.0	17554.1603857719	7679.212121212121
MN908947.3	26523	27191	M	14104.03	05-05-23-A41	WB: artic	a	760242.0	18552.026854606822	7679.212121212121
MN908947.3	27202	27387	ORF6	16933.16	05-05-23-A41	WB: artic	a	760242.0	22273.381370668812	7679.212121212121
MN908947.3	27394	27759	ORF7a	9564.96	05-05-23-A41	WB: artic	a	760242.0	12581.467480091864	7679.212121212121
MN908947.3	27894	28259	ORF8	10209.95	05-05-23-A41	WB: artic	a	760242.0	13429.868384014564	7679.212121212121
MN908947.3	28274	29533	N	12990.61	05-05-23-A41	WB: artic	a	760242.0	17087.46688554434	7679.212121212121
MN908947.3	29558	29674	ORF10	4.5	05-05-23-A41	WB: artic	a	760242.0	5.919167843923383	7679.212121212121
MN908947.3	29675	29903	3'UTR	0.61	05-05-23-A41	WB: artic	a	760242.0	0.802376085509614	7679.212121212121
MN908947.3	1	265	5'UTR	14925.81	05-05-23-A41	WB: artic	g	896553.0	16647.995154776123	9056.09090909091
MN908947.3	1	29903	whole genome	11978.82	05-05-23-A41	WB: artic	g	896553.0	13360.972524769868	9056.09090909091
MN908947.3	266	13468	ORF1a	11382.81	05-05-23-A41	WB: artic	g	896553.0	12696.19308618676	9056.09090909091
MN908947.3	13468	21555	ORF1b	13255.6	05-05-23-A41	WB: artic	g	896553.0	14785.071267398582	9056.09090909091
MN908947.3	21563	25384	S	10170.41	05-05-23-A41	WB: artic	g	896553.0	11343.902702907691	9056.09090909091
